title,datetime
ベトナム航空、日本〜ベトナム線でフラッシュセール　運賃20％割引,2023年8月9日
エティハド航空、アブダビ〜ボストン線を開設　来年3月31日から週4往復,2023年8月9日
ANA、8月10日〜16日搭乗分「トクたびマイル」設定　お盆も設定あり,2023年8月9日
スプリング・ジャパン、「サンキューセール」開催中　国内2路線999円から,2023年8月8日
JTA、石垣〜台北/桃園線でチャーター便　9月と10月に計2往復,2023年8月8日
タイ・エアアジアX、札幌/千歳〜バンコク/スワンナプーム線の運航再開　10月29日から、特別運賃も設定,2023年8月8日
タイ国際航空とターキッシュ・エアラインズ、合弁事業実施へ,2023年8月8日
"ピーチ、「76時間限定セール」開催　片道2,590円から",2023年8月8日
ZIPAIR Tokyo、ボーイング787-8型機新造機を受領　10日早朝に成田着,2023年8月8日
スプリング・ジャパン、国際線での機内販売を再開,2023年8月8日
九州佐賀国際空港、「九州 SEGA 国際空港」に　8月23日にコラボイベント,2023年8月8日
MIATモンゴル航空、ボーイング787-9型機を2機導入　アメリカ就航へ,2023年8月8日
MIATモンゴル航空、ボーイング787-9型機を2機導入　アメリカ就航へ,2023年8月8日
グローバル・エアラインズ、ローラン・ペリエとパートナーシップ　機内で提供へ,2023年8月8日
キャセイパシフィック航空、新ビジネスクラス「Aria Suite」を来年第2四半期に導入　777-300ER、ドア付きに,2023年8月7日
羽田空港T3のTIAT LOUNGE、プライオリティ・パスに対応,2023年8月7日
アシアナ航空、9月も東京/成田〜ソウル/仁川線にボーイング747-400型機を投入　週5往復,2023年8月7日
ルートインホテルズ、ANAカードマイルプラスの提携終了　7月末で,2023年8月7日
JAL、クレカポイントをマイルに交換で10％ボーナスを進呈　9月中,2023年8月6日
JAL、ジェットスター・ジャパンかスプリング・ジャパンの搭乗で100マイルを追加で進呈,2023年8月6日
ANAトラベラーズ、国内DP利用でツアーマイル2倍　平日・日曜出発限定,2023年8月6日
JAL、クレカポイントからマイル交換で10％ボーナスマイルプレゼント　9月に実施,2023年8月5日
